Property ID,Listing Type,State,City,City Tier,Latitude,Longitude,Property Type,BHK,Size (SqFt),Price (INR),Price Per SqFt,Days on Market (DOM),DOM Status,Year Listed,Month Listed,Year Built,Property Age Classification,RERA Status,Furnishing Status,Parking (PKT),Gym,Swimming Pool (SWM),Elevator (ELV),Total Amenities
PROP-00218,Rental,Telangana,Hyderabad,Tier 1,17.363152119841494,78.43689921352191,Apartment,3,1494,28330.09,18.96,357,Stale,2025,July,2023,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00219,Rental,Telangana,Hyderabad,Tier 1,17.422275383956613,78.50857396178536,Independent House/Villa,2,1598,36914.49,23.1,292,Stale,2022,November,2020,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00220,Rental,Delhi,Delhi NCR,Tier 1,28.575158039041195,77.23224010490584,Apartment,1,455,17116.32,37.62,87,Moderate,2025,March,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00221,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.89656859774608,75.34479333499132,Apartment,2,1169,17696.58,15.14,229,Stale,2023,January,2021,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,Yes,No,2
PROP-00222,Sale,Maharashtra,Mumbai,Tier 1,19.080069847664493,72.84383628010555,Apartment,2,1132,28279197.13,24981.62,227,Stale,2025,April,2023,New (2023-2026),RERA Approved,Unfurnished,Yes,Yes,No,Yes,3
PROP-00223,Sale,Karnataka,Bengaluru,Tier 1,12.931253447019545,77.55295543375107,Builder Floor,1,648,5027292.76,7758.17,122,Moderate,2024,September,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00224,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.850389382825885,75.29521289664373,Independent House/Villa,2,1594,7665539.77,4809.0,196,Stale,2022,October,2002,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00225,Sale,Karnataka,Bengaluru,Tier 1,12.922840403627731,77.56117481769652,Apartment,2,892,8383455.92,9398.49,83,Moderate,2022,August,2022,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00226,Sale,Maharashtra,Pune,Tier 1,18.51727679654645,73.89578555349831,Independent House/Villa,1,1211,11334063.74,9359.26,82,Moderate,2022,September,2017,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,Yes,No,No,2
PROP-00227,Rental,Karnataka,Bengaluru,Tier 1,12.951726526076001,77.56875368417016,Apartment,2,898,26011.28,28.97,151,Moderate,2024,December,2023,New (2023-2026),RERA Approved,Fully Furnished,No,No,No,Yes,1
PROP-00228,Sale,Delhi,Delhi NCR,Tier 1,28.623735748429777,77.19442713272173,Apartment,3,1866,22922756.53,12284.44,111,Moderate,2025,August,2023,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00229,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.855923780770862,75.30383454844814,Apartment,1,581,9385.09,16.15,275,Stale,2026,January,2026,New (2023-2026),RERA Approved,Fully Furnished,No,Yes,No,Yes,2
PROP-00230,Rental,Karnataka,Bengaluru,Tier 1,12.951591911150699,77.56683613047481,Apartment,2,1006,33325.18,33.13,248,Stale,2025,June,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00231,Rental,Rajasthan,Jaipur,Tier 2,26.936719319873163,75.78922245707803,Independent House/Villa,3,2270,35924.71,15.83,77,Moderate,2023,November,2013,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,Yes,Yes,3
PROP-00232,Sale,Delhi,Delhi NCR,Tier 1,28.568714283597835,77.21977526830956,Apartment,2,1214,10833190.32,8923.55,361,Stale,2023,December,2003,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00233,Sale,Delhi,Delhi NCR,Tier 1,28.654189499519198,77.18353523141663,Apartment,3,1607,17731930.22,11034.18,358,Stale,2022,August,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00234,Sale,Maharashtra,Mumbai,Tier 1,19.111226387439118,72.83347321592251,Builder Floor,2,1103,18341150.71,16628.42,30,Fast,2025,October,2020,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,Yes,Yes,No,No,2
PROP-00235,Sale,Telangana,Hyderabad,Tier 1,17.40178046832264,78.47580328691274,Apartment,2,1001,6882293.51,6875.42,214,Stale,2024,April,2019,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00236,Rental,Delhi,Delhi NCR,Tier 1,28.62322215701074,77.18242033709264,Apartment,1,593,16733.64,28.22,96,Moderate,2025,June,2005,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00237,Sale,Rajasthan,Jaipur,Tier 2,26.951630249813967,75.75925539232298,Apartment,3,1661,7163191.44,4312.58,129,Moderate,2023,May,2013,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00238,Sale,Karnataka,Bengaluru,Tier 1,12.940133017952872,77.64058628027135,Independent House/Villa,3,2331,21444035.22,9199.5,77,Moderate,2023,May,2018,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,Yes,Yes,3
PROP-00239,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.834096916219085,75.35493004859258,Independent House/Villa,1,1316,15940.48,12.11,127,Moderate,2024,June,2019,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,No,No,Yes,2
PROP-00240,Sale,Maharashtra,Mumbai,Tier 1,19.049951016990953,72.88338784431721,Apartment,2,1207,25496175.4,21123.59,313,Stale,2023,August,2013,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00241,Rental,Rajasthan,Jaipur,Tier 2,26.94185782787002,75.77887751035233,Independent House/Villa,4,3166,48494.87,15.32,188,Stale,2024,January,2024,New (2023-2026),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00242,Rental,Gujarat,Ahmedabad,Tier 2,22.97596702667265,72.56429443334301,Apartment,2,887,15682.3,17.68,191,Stale,2025,November,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00243,Rental,Gujarat,Ahmedabad,Tier 2,23.03078068350835,72.57549050038381,Independent House/Villa,2,1708,30828.21,18.05,202,Stale,2023,March,2003,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00244,Sale,Gujarat,Ahmedabad,Tier 2,23.07204375161913,72.5910429807036,Apartment,4,2292,9547867.08,4165.74,82,Moderate,2023,November,2013,Vintage (2001-2015),RERA Approved,Fully Furnished,No,Yes,No,Yes,2
PROP-00245,Sale,Telangana,Hyderabad,Tier 1,17.420569609383755,78.50691460961818,Apartment,3,1729,11476560.6,6637.69,352,Stale,2023,October,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00246,Rental,Maharashtra,Pune,Tier 1,18.522544568904358,73.82386939077055,Builder Floor,2,1311,27050.42,20.63,190,Stale,2024,January,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00247,Sale,Maharashtra,Mumbai,Tier 1,19.032364090928663,72.87771127520767,Apartment,3,1375,31441054.81,22866.22,348,Stale,2024,March,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00248,Rental,Maharashtra,Mumbai,Tier 1,19.109137351438573,72.86889580950341,Apartment,3,1753,101494.45,57.9,257,Stale,2022,December,2017,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,Yes,Yes,3
PROP-00249,Rental,Rajasthan,Jaipur,Tier 2,26.922297850817724,75.82435269662695,Apartment,2,1138,15419.55,13.55,17,Fast,2022,July,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00250,Rental,Maharashtra,Pune,Tier 1,18.481893299705956,73.86984189212184,Builder Floor,2,1061,24869.63,23.44,303,Stale,2024,May,2022,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00251,Sale,Gujarat,Ahmedabad,Tier 2,22.981885728482336,72.5746504066416,Apartment,2,1035,6216084.85,6005.88,80,Moderate,2022,May,2012,Vintage (2001-2015),Awaiting Approval,Unfurnished,No,No,No,Yes,1
PROP-00252,Sale,Karnataka,Bengaluru,Tier 1,13.01256268194366,77.55613946421789,Apartment,4,1839,16785845.69,9127.7,55,Fast,2024,April,2004,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00253,Rental,Maharashtra,Mumbai,Tier 1,19.092920026293807,72.88826378893235,Apartment,3,1477,80906.56,54.78,279,Stale,2023,October,2022,Modern (2016-2022),RERA Approved,Fully Furnished,No,No,No,Yes,1
PROP-00254,Sale,Maharashtra,Mumbai,Tier 1,19.108928679931676,72.83942039056802,Apartment,1,428,7756997.04,18123.82,153,Moderate,2026,January,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,No,2
PROP-00255,Sale,Telangana,Hyderabad,Tier 1,17.422897890028228,78.47042065755657,Apartment,3,1515,9625227.91,6353.29,223,Stale,2022,May,2020,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,No,Yes,No,2
PROP-00256,Sale,Karnataka,Bengaluru,Tier 1,12.978777235204833,77.55888419648143,Independent House/Villa,2,1711,20361778.27,11900.51,126,Moderate,2023,September,2018,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,No,No,No,1
PROP-00257,Rental,Delhi,Delhi NCR,Tier 1,28.615644635175506,77.22820736470244,Builder Floor,1,768,25145.12,32.74,215,Stale,2025,July,2024,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00258,Rental,Karnataka,Bengaluru,Tier 1,12.9646427410321,77.56522521138362,Apartment,2,1115,33789.59,30.3,284,Stale,2022,March,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00259,Sale,Maharashtra,Mumbai,Tier 1,19.057694658779113,72.86688593731881,Apartment,2,1184,23856013.07,20148.66,30,Fast,2023,May,2003,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00260,Sale,Maharashtra,Pune,Tier 1,18.51385959608587,73.89626747776188,Apartment,3,1404,11057096.94,7875.43,177,Moderate,2022,February,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00261,Rental,Delhi,Delhi NCR,Tier 1,28.641287965573017,77.1794316383399,Apartment,2,898,31073.49,34.6,160,Moderate,2025,August,2005,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00262,Rental,Gujarat,Ahmedabad,Tier 2,23.032692343101512,72.57218050639588,Builder Floor,3,2024,30248.31,14.94,242,Stale,2024,October,1984,Mature (Pre-2001),Non-RERA / NA,Unfurnished,Yes,No,No,No,1
PROP-00263,Sale,Delhi,Delhi NCR,Tier 1,28.653152328995485,77.2009271661166,Apartment,2,912,8797768.71,9646.68,86,Moderate,2024,July,2023,New (2023-2026),RERA Approved,Semi-Furnished,No,No,Yes,No,1
PROP-00264,Sale,Karnataka,Bengaluru,Tier 1,12.96593800143792,77.54641240410457,Apartment,1,619,6609354.46,10677.47,360,Stale,2024,September,2023,New (2023-2026),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00265,Rental,Maharashtra,Mumbai,Tier 1,19.086708957871878,72.90697581135728,Independent House/Villa,4,3086,140604.2,45.56,277,Stale,2025,February,1985,Mature (Pre-2001),Awaiting Approval,Semi-Furnished,Yes,No,No,No,1
PROP-00266,Rental,Maharashtra,Mumbai,Tier 1,19.0891307553092,72.83460459063147,Apartment,2,1050,58565.79,55.78,72,Moderate,2025,May,1985,Mature (Pre-2001),RERA Approved,Fully Furnished,Yes,Yes,Yes,Yes,4
PROP-00267,Rental,Karnataka,Bengaluru,Tier 1,12.980769716230633,77.5920255020977,Apartment,2,1242,39333.6,31.67,48,Fast,2025,October,2025,New (2023-2026),Non-RERA / NA,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00268,Rental,Karnataka,Bengaluru,Tier 1,12.991863377308553,77.6006678294939,Apartment,2,888,29969.28,33.75,65,Moderate,2023,January,2023,New (2023-2026),RERA Approved,Unfurnished,No,Yes,Yes,No,2
PROP-00269,Sale,Maharashtra,Pune,Tier 1,18.49414334683748,73.86954264566147,Independent House/Villa,3,2039,19521407.25,9574.01,127,Moderate,2025,December,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,Yes,Yes,3
PROP-00270,Sale,Delhi,Delhi NCR,Tier 1,28.61513637775458,77.22786316293079,Builder Floor,2,1326,13284900.7,10018.78,353,Stale,2024,July,1984,Mature (Pre-2001),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00271,Rental,Telangana,Hyderabad,Tier 1,17.345422480280835,78.46202723835228,Apartment,1,495,12691.78,25.64,200,Stale,2024,October,2023,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00272,Rental,Rajasthan,Jaipur,Tier 2,26.900851132764483,75.73829787766584,Builder Floor,1,854,15136.03,17.72,334,Stale,2022,September,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00273,Rental,Gujarat,Ahmedabad,Tier 2,23.02126670686213,72.59374436623548,Apartment,2,876,16212.46,18.51,327,Stale,2024,June,2014,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,Yes,No,No,2
PROP-00274,Rental,Maharashtra,Mumbai,Tier 1,19.091222425954548,72.88126565993477,Apartment,3,1604,80705.56,50.32,115,Moderate,2022,June,2022,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00275,Sale,Karnataka,Bengaluru,Tier 1,13.016653105258621,77.62821177032072,Apartment,2,1086,9360502.52,8619.25,262,Stale,2024,November,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00276,Sale,Maharashtra,Mumbai,Tier 1,19.086065106654836,72.90983883629008,Apartment,2,1111,23851903.78,21468.86,93,Moderate,2025,November,2023,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00277,Rental,Delhi,Delhi NCR,Tier 1,28.638259391617655,77.24333261677879,Apartment,1,476,17920.14,37.65,202,Stale,2026,February,2006,Vintage (2001-2015),Awaiting Approval,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00278,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.87682660594952,75.34180946599795,Apartment,2,995,16190.11,16.27,286,Stale,2024,November,2022,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00279,Rental,Maharashtra,Mumbai,Tier 1,19.089410403137634,72.8610628395837,Apartment,4,2374,103077.2,43.42,204,Stale,2023,December,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00280,Rental,Karnataka,Bengaluru,Tier 1,12.928693221613377,77.62375582025913,Apartment,2,927,23669.56,25.53,103,Moderate,2025,January,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00281,Rental,Maharashtra,Pune,Tier 1,18.495839158084184,73.85182941130293,Apartment,4,2361,58110.63,24.61,31,Fast,2023,April,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,No,Yes,Yes,No,2
PROP-00282,Sale,Telangana,Hyderabad,Tier 1,17.371185309320516,78.45504421964034,Independent House/Villa,2,1720,20057146.91,11661.13,93,Moderate,2023,June,2023,New (2023-2026),RERA Approved,Unfurnished,Yes,Yes,Yes,Yes,4
PROP-00283,Sale,Maharashtra,Pune,Tier 1,18.51764933550065,73.89219740195615,Apartment,1,577,4600416.99,7972.99,150,Moderate,2025,May,2023,New (2023-2026),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00284,Sale,Maharashtra,Mumbai,Tier 1,19.03056487455024,72.91595598767724,Apartment,3,1703,31995668.47,18787.83,186,Stale,2026,March,2024,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00285,Sale,Delhi,Delhi NCR,Tier 1,28.577902409755332,77.20563097561401,Apartment,2,933,8071035.88,8650.63,261,Stale,2024,July,2014,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00286,Sale,Karnataka,Bengaluru,Tier 1,12.94928143077913,77.55216997273098,Apartment,3,1616,15116813.65,9354.46,193,Stale,2023,February,2013,Vintage (2001-2015),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00287,Sale,Maharashtra,Mumbai,Tier 1,19.123153269090107,72.8664826089917,Builder Floor,4,2633,43407265.39,16485.86,244,Stale,2025,May,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00288,Sale,Delhi,Delhi NCR,Tier 1,28.597034700710307,77.23935376594626,Apartment,1,511,6145379.41,12026.18,363,Stale,2023,September,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00289,Sale,Maharashtra,Mumbai,Tier 1,19.07420410581121,72.91787740285463,Apartment,1,618,13608097.14,22019.57,200,Stale,2025,March,2020,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00290,Sale,Maharashtra,Mumbai,Tier 1,19.04560977127384,72.84804727424977,Independent House/Villa,3,2164,50082834.55,23143.64,301,Stale,2024,May,2014,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00291,Sale,Karnataka,Bengaluru,Tier 1,12.982678007107577,77.55129736120253,Apartment,2,907,7361976.71,8116.84,169,Moderate,2022,April,2020,Modern (2016-2022),RERA Approved,Fully Furnished,No,No,No,No,0
PROP-00292,Sale,Maharashtra,Mumbai,Tier 1,19.054068321551597,72.91543504531329,Apartment,1,502,11734296.54,23375.09,311,Stale,2024,May,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00293,Rental,Maharashtra,Pune,Tier 1,18.491099257843842,73.84564049389789,Apartment,1,615,13584.1,22.09,275,Stale,2024,April,2022,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00294,Sale,Telangana,Hyderabad,Tier 1,17.3866572628446,78.49087609642676,Builder Floor,1,684,4274786.23,6249.69,12,Fast,2025,June,2020,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00295,Sale,Gujarat,Ahmedabad,Tier 2,22.97305057991604,72.61820658120507,Apartment,3,1795,11075598.32,6170.25,42,Fast,2024,January,2022,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00296,Sale,Delhi,Delhi NCR,Tier 1,28.564666403264923,77.16565647279143,Apartment,1,601,7428018.12,12359.43,118,Moderate,2022,June,2020,Modern (2016-2022),Awaiting Approval,Fully Furnished,Yes,Yes,No,No,2
PROP-00297,Rental,Maharashtra,Mumbai,Tier 1,19.047906880910187,72.89253180074522,Apartment,2,990,56690.33,57.26,343,Stale,2025,April,2025,New (2023-2026),RERA Approved,Fully Furnished,Yes,Yes,No,No,2
PROP-00298,Sale,Maharashtra,Mumbai,Tier 1,19.02967213625008,72.8351105422575,Apartment,2,883,14837061.45,16803.01,60,Moderate,2023,May,2013,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00299,Rental,Maharashtra,Pune,Tier 1,18.481202575413068,73.84424689284666,Apartment,2,1139,23645.01,20.76,363,Stale,2023,July,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00300,Sale,Telangana,Hyderabad,Tier 1,17.368886064933875,78.51708145451934,Apartment,1,487,2779486.13,5707.36,142,Moderate,2025,July,2024,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00301,Sale,Maharashtra,Mumbai,Tier 1,19.106258567957983,72.87104722327557,Apartment,3,1744,32294307.95,18517.38,106,Moderate,2025,October,2023,New (2023-2026),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00302,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.88340486433693,75.3930182353903,Builder Floor,1,718,4009380.95,5584.1,338,Stale,2023,January,2022,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,Yes,Yes,3
PROP-00303,Sale,Maharashtra,Mumbai,Tier 1,19.077266772595642,72.88360592849466,Independent House/Villa,3,2192,45302746.85,20667.31,181,Stale,2024,May,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00304,Rental,Maharashtra,Pune,Tier 1,18.499748882320812,73.8388162152636,Apartment,3,1741,45476.23,26.12,173,Moderate,2024,June,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00305,Rental,Telangana,Hyderabad,Tier 1,17.428175371943283,78.45871113259048,Independent House/Villa,2,1604,32940.53,20.54,343,Stale,2026,April,2024,New (2023-2026),RERA Approved,Fully Furnished,Yes,Yes,No,No,2
PROP-00306,Rental,Rajasthan,Jaipur,Tier 2,26.90210150412372,75.77235205342862,Apartment,2,1027,14494.71,14.11,290,Stale,2025,April,2020,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,No,No,No,No,0
PROP-00307,Sale,Telangana,Hyderabad,Tier 1,17.34370927667958,78.47395332737595,Apartment,2,1000,8731088.54,8731.09,265,Stale,2024,September,2023,New (2023-2026),RERA Approved,Semi-Furnished,No,Yes,No,No,1
PROP-00308,Sale,Gujarat,Ahmedabad,Tier 2,23.034206651611782,72.52827136777239,Apartment,2,996,4464960.94,4482.89,227,Stale,2023,September,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00309,Rental,Delhi,Delhi NCR,Tier 1,28.575283839347662,77.19595741994269,Independent House/Villa,3,2226,67351.15,30.26,203,Stale,2022,November,2002,Vintage (2001-2015),Awaiting Approval,Semi-Furnished,Yes,No,Yes,No,2
PROP-00310,Sale,Gujarat,Ahmedabad,Tier 2,23.00702231428017,72.56782385197391,Independent House/Villa,3,2464,12647552.79,5132.94,215,Stale,2025,September,2023,New (2023-2026),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00311,Sale,Maharashtra,Mumbai,Tier 1,19.076741193871783,72.89997377522388,Apartment,2,994,15294305.13,15386.62,291,Stale,2022,February,2020,Modern (2016-2022),RERA Approved,Unfurnished,No,No,No,No,0
PROP-00312,Sale,Rajasthan,Jaipur,Tier 2,26.94982225246852,75.80297294847216,Builder Floor,2,1271,5737511.78,4514.17,184,Stale,2024,September,2024,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00313,Sale,Maharashtra,Pune,Tier 1,18.51975465803401,73.87757656552292,Apartment,4,2236,16724051.78,7479.45,254,Stale,2022,November,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00314,Rental,Gujarat,Ahmedabad,Tier 2,23.042725876603168,72.52223636818768,Builder Floor,4,2107,38500.93,18.27,235,Stale,2022,May,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00315,Rental,Karnataka,Bengaluru,Tier 1,13.020881683899907,77.56636673995806,Builder Floor,2,1153,36642.36,31.78,27,Fast,2023,December,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00316,Rental,Maharashtra,Pune,Tier 1,18.483548911989796,73.87286842884,Apartment,2,1223,31025.74,25.37,52,Fast,2022,August,2012,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00317,Sale,Karnataka,Bengaluru,Tier 1,12.949073152551952,77.59299893681798,Independent House/Villa,2,1823,14853666.43,8147.92,113,Moderate,2023,August,2022,Modern (2016-2022),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00318,Sale,Telangana,Hyderabad,Tier 1,17.374457607559766,78.43723134756684,Apartment,4,2161,16207408.3,7499.96,300,Stale,2025,December,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00319,Sale,Maharashtra,Mumbai,Tier 1,19.068182817853884,72.90814946424318,Apartment,1,554,9244231.56,16686.34,10,Fast,2023,May,2013,Vintage (2001-2015),Awaiting Approval,Unfurnished,Yes,Yes,No,Yes,3
PROP-00320,Sale,Maharashtra,Mumbai,Tier 1,19.067102107526555,72.90498095732904,Apartment,2,861,19235490.57,22340.87,42,Fast,2023,August,2003,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00321,Sale,Delhi,Delhi NCR,Tier 1,28.654661100255655,77.21384191629936,Apartment,2,1097,13335526.19,12156.36,173,Moderate,2022,October,2021,Modern (2016-2022),RERA Approved,Unfurnished,Yes,Yes,Yes,No,3
PROP-00322,Rental,Maharashtra,Mumbai,Tier 1,19.097403264446687,72.83434633257764,Builder Floor,2,1264,59189.32,46.83,360,Stale,2026,January,2021,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,Yes,Yes,3
PROP-00323,Rental,Rajasthan,Jaipur,Tier 2,26.923190521409072,75.81395150495327,Independent House/Villa,2,1709,29305.71,17.15,287,Stale,2022,August,2021,Modern (2016-2022),RERA Approved,Unfurnished,No,Yes,No,No,1
PROP-00324,Sale,Delhi,Delhi NCR,Tier 1,28.59483727178628,77.21737135877314,Apartment,4,1987,25596269.18,12881.87,207,Stale,2024,November,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00325,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.90857903842213,75.3714959977158,Independent House/Villa,1,970,16005.29,16.5,329,Stale,2022,May,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00326,Rental,Delhi,Delhi NCR,Tier 1,28.6594060511485,77.23417469923959,Builder Floor,2,1112,32686.8,29.39,317,Stale,2022,July,2021,Modern (2016-2022),Non-RERA / NA,Fully Furnished,Yes,No,No,Yes,2
PROP-00327,Sale,Maharashtra,Mumbai,Tier 1,19.108119828255024,72.90800020719578,Apartment,1,615,12587191.84,20466.98,277,Stale,2026,March,2016,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00328,Rental,Gujarat,Ahmedabad,Tier 2,22.972656510519148,72.57320080664046,Builder Floor,1,709,13965.88,19.7,248,Stale,2023,October,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00329,Sale,Telangana,Hyderabad,Tier 1,17.398640137018344,78.45073245181935,Apartment,2,1036,6984228.38,6741.53,331,Stale,2022,January,2021,Modern (2016-2022),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00330,Sale,Karnataka,Bengaluru,Tier 1,12.926713538144211,77.61171574733797,Independent House/Villa,2,1393,17475775.95,12545.42,51,Fast,2023,July,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00331,Sale,Maharashtra,Pune,Tier 1,18.49616072203337,73.8687473785052,Apartment,2,865,5262500.84,6083.82,253,Stale,2025,January,2015,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00332,Rental,Telangana,Hyderabad,Tier 1,17.34095247003478,78.51092531871991,Apartment,2,1136,20118.95,17.71,83,Moderate,2023,December,2022,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
